"state","city","tourist_place","category","date_recorded","altitude","climate_type","season","climate_change_risk","rainfall_mm"
"Rajasthan","Udaipur","City Palace","Palace","11/3/2023","2010","Tropical","Winter","Low","205"
"Rajasthan","Jaipur","Hawa Mahal","Monument","1/20/2023","1607","Cold","Summer","High","33"
"Meghalaya","Cherrapunji","Nohkalikai Falls","Waterfall","2/23/2023","2415","Hot-Dry","Winter","Low","358"
"Ladakh","Leh","Pangong Lake","Lake","1/9/2023","516","Humid","Monsoon","Moderate","25"
"Rajasthan","Jaipur","Amber Fort","Fort","11/16/2023","3756","Hot-Dry","Monsoon","Moderate","197"
"Uttar Pradesh","Agra","Taj Mahal","Monument","3/12/2023","1382","Cold","Monsoon","Low","141"
"Meghalaya","Shillong","Living Root Bridges","Nature","5/11/2023","83","Tropical","Monsoon","Low","238"
"Maharashtra","Mumbai","Marine Drive","Coastal","10/3/2023","3233","Hot-Dry","Winter","Moderate","155"
"Uttar Pradesh","Varanasi","Kashi Vishwanath Temple","Temple","10/21/2023","1504","Tropical","Monsoon","Low","283"
"Madhya Pradesh","Bhopal","Sanchi Stupa","Heritage","1/24/2023","1663","Cold","Monsoon","Moderate","315"
"West Bengal","Darjeeling","Tiger Hill","Hill Station","10/16/2023","3117","Mountain","Monsoon","Low","165"
"Tamil Nadu","Madurai","Meenakshi Temple","Temple","11/8/2023","2358","Mountain","Winter","Low","380"
"Maharashtra","Mumbai","Gateway of India","Monument","3/22/2023","2903","Cold","Monsoon","Low","365"
"Andaman & Nicobar","Andaman","Radhanagar Beach","Beach","10/30/2023","2946","Mountain","Summer","Low","325"
"Gujarat","Somnath","Somnath Temple","Temple","7/25/2023","2252","Tropical","Monsoon","High","60"
"Rajasthan","Udaipur","City Palace","Palace","6/11/2023","1130","Cold","Monsoon","Moderate","366"
"Telangana","Hyderabad","Charminar","Monument","3/5/2023","2941","Tropical","Monsoon","Moderate","195"
"Maharashtra","Aurangabad","Ajanta Caves","Heritage","4/18/2023","871","Mountain","Winter","Moderate","5"
"Maharashtra","Aurangabad","Ellora Caves","Heritage","2/14/2023","3995","Hot-Dry","Monsoon","Low","18"
"Andaman & Nicobar","Andaman","Radhanagar Beach","Beach","10/16/2023","1279","Cold","Summer","Low","121"
"Meghalaya","Shillong","Living Root Bridges","Nature","12/12/2023","2293","Humid","Winter","Moderate","179"
"Madhya Pradesh","Khajuraho","Khajuraho Temples","Temple","6/10/2023","1684","Tropical","Winter","Moderate","261"
"Kerala","Kochi","Fort Kochi","Heritage","2/16/2023","831","Humid","Summer","High","260"
"Kerala","Munnar","Tea Gardens","Nature","1/22/2023","766","Tropical","Monsoon","Low","213"
"Maharashtra","Aurangabad","Ellora Caves","Heritage","1/31/2023","335","Mountain","Summer","High","198"
"Andaman & Nicobar","Andaman","Radhanagar Beach","Beach","7/19/2023","3389","Tropical","Winter","Moderate","383"
"Telangana","Hyderabad","Golconda Fort","Fort","6/9/2023","1813","Hot-Dry","Monsoon","Moderate","15"
"Uttarakhand","Jim Corbett","Corbett National Park","Wildlife","2/14/2023","472","Humid","Winter","Low","385"
"Jammu & Kashmir","Srinagar","Dal Lake","Lake","4/30/2023","3274","Cold","Summer","Low","397"
"Andaman & Nicobar","Andaman","Radhanagar Beach","Beach","3/8/2023","3585","Mountain","Winter","Moderate","185"
"Karnataka","Hampi","Virupaksha Temple","Temple","11/15/2023","3015","Humid","Summer","High","86"
"Delhi","Delhi","Red Fort","Fort","2/25/2023","2226","Humid","Winter","Low","16"
"Tamil Nadu","Madurai","Meenakshi Temple","Temple","3/11/2023","1521","Mountain","Monsoon","Moderate","352"
"Tamil Nadu","Madurai","Meenakshi Temple","Temple","7/19/2023","2557","Mountain","Summer","High","225"
"Rajasthan","Jaipur","Amber Fort","Fort","8/17/2023","2767","Cold","Monsoon","Moderate","356"
"Maharashtra","Aurangabad","Ellora Caves","Heritage","9/2/2023","1764","Humid","Winter","Low","18"
"Telangana","Hyderabad","Golconda Fort","Fort","1/21/2023","3770","Mountain","Monsoon","Low","32"
"Maharashtra","Aurangabad","Ellora Caves","Heritage","6/27/2023","1480","Humid","Monsoon","High","322"
"Rajasthan","Jaipur","Hawa Mahal","Monument","5/20/2023","2638","Mountain","Monsoon","Moderate","293"
"Maharashtra","Aurangabad","Ellora Caves","Heritage","6/14/2023","528","Mountain","Monsoon","High","82"
"Rajasthan","Jaipur","Hawa Mahal","Monument","5/16/2023","1443","Mountain","Monsoon","High","330"
"Uttarakhand","Jim Corbett","Corbett National Park","Wildlife","1/11/2023","1107","Mountain","Summer","High","226"
"Meghalaya","Cherrapunji","Nohkalikai Falls","Waterfall","5/20/2023","2621","Hot-Dry","Summer","High","227"
"Maharashtra","Aurangabad","Ellora Caves","Heritage","2/14/2023","3418","Mountain","Summer","Low","211"
"Uttar Pradesh","Agra","Taj Mahal","Monument","6/5/2023","2796","Hot-Dry","Winter","Low","58"
"Madhya Pradesh","Khajuraho","Khajuraho Temples","Temple","11/10/2023","433","Tropical","Summer","Low","97"
"West Bengal","Darjeeling","Tiger Hill","Hill Station","2/19/2023","1326","Humid","Winter","Moderate","238"
"Meghalaya","Shillong","Living Root Bridges","Nature","3/31/2023","3414","Cold","Winter","Moderate","351"
"Uttar Pradesh","Varanasi","Kashi Vishwanath Temple","Temple","6/12/2023","3763","Cold","Monsoon","Low","293"
"Telangana","Hyderabad","Golconda Fort","Fort","8/19/2023","1339","Mountain","Monsoon","Moderate","58"
"Tamil Nadu","Madurai","Meenakshi Temple","Temple","1/9/2023","1128","Cold","Winter","Low","56"
"West Bengal","Kolkata","Victoria Memorial","Monument","7/6/2023","1070","Humid","Winter","High","132"
"Delhi","Delhi","India Gate","Monument","7/2/2023","3894","Cold","Monsoon","Moderate","14"
"Gujarat","Somnath","Somnath Temple","Temple","4/19/2023","1544","Tropical","Summer","Low","116"
"Rajasthan","Jaipur","Amber Fort","Fort","10/19/2023","1247","Tropical","Winter","Low","333"
"Jammu & Kashmir","Srinagar","Dal Lake","Lake","12/3/2023","2001","Humid","Summer","Moderate","177"
"Assam","Kaziranga","Kaziranga National Park","Wildlife","8/8/2023","894","Mountain","Winter","High","241"
"Sikkim","Gangtok","Tsomgo Lake","Lake","11/16/2023","3766","Cold","Winter","High","44"
"Kerala","Kochi","Fort Kochi","Heritage","11/18/2023","975","Tropical","Winter","Moderate","320"
"Telangana","Hyderabad","Golconda Fort","Fort","12/5/2023","304","Tropical","Monsoon","Low","383"
"Karnataka","Hampi","Virupaksha Temple","Temple","8/11/2023","963","Humid","Summer","Low","372"
"Punjab","Amritsar","Golden Temple","Temple","9/4/2023","1830","Tropical","Monsoon","High","258"
"Meghalaya","Shillong","Living Root Bridges","Nature","11/13/2023","1024","Mountain","Monsoon","High","218"
"Uttarakhand","Rishikesh","Lakshman Jhula","Bridge","8/31/2023","2030","Humid","Winter","Low","229"
"West Bengal","Darjeeling","Tiger Hill","Hill Station","11/3/2023","1879","Hot-Dry","Winter","Moderate","168"
"Odisha","Puri","Jagannath Temple","Temple","6/7/2023","2253","Tropical","Monsoon","Low","92"
"Gujarat","Somnath","Somnath Temple","Temple","1/23/2023","1495","Mountain","Summer","Low","362"
"Uttarakhand","Haridwar","Har Ki Pauri","Temple","8/8/2023","1071","Tropical","Winter","Low","322"
"Jammu & Kashmir","Srinagar","Dal Lake","Lake","1/27/2023","3726","Mountain","Winter","Moderate","245"
"Maharashtra","Pune","Shaniwar Wada","Fort","4/6/2023","3817","Mountain","Monsoon","High","295"
"Andaman & Nicobar","Andaman","Radhanagar Beach","Beach","4/21/2023","3682","Mountain","Summer","Low","139"
"Rajasthan","Jaipur","Hawa Mahal","Monument","8/28/2023","335","Tropical","Winter","Low","201"
"Punjab","Amritsar","Golden Temple","Temple","8/30/2023","1054","Hot-Dry","Monsoon","High","10"
"West Bengal","Kolkata","Victoria Memorial","Monument","12/31/2023","3334","Humid","Winter","Low","250"
"Telangana","Hyderabad","Charminar","Monument","1/4/2023","589","Cold","Summer","High","85"
"West Bengal","Darjeeling","Tiger Hill","Hill Station","5/20/2023","283","Tropical","Monsoon","Low","265"
"Telangana","Hyderabad","Charminar","Monument","9/27/2023","1608","Hot-Dry","Monsoon","High","122"
"Odisha","Puri","Jagannath Temple","Temple","11/27/2023","765","Hot-Dry","Monsoon","Moderate","193"
"Rajasthan","Jaipur","Hawa Mahal","Monument","7/4/2023","2440","Hot-Dry","Winter","Moderate","329"
"Madhya Pradesh","Bhopal","Sanchi Stupa","Heritage","5/17/2023","1744","Humid","Monsoon","Moderate","37"
"West Bengal","Darjeeling","Tiger Hill","Hill Station","1/28/2023","799","Cold","Summer","Moderate","375"
"West Bengal","Darjeeling","Tiger Hill","Hill Station","11/23/2023","773","Humid","Summer","Moderate","327"
"Lakshadweep","Lakshadweep","Agatti Island","Island","1/28/2023","228","Tropical","Winter","Moderate","2"
"Tamil Nadu","Ooty","Ooty Lake","Hill Station","1/16/2023","2569","Hot-Dry","Monsoon","High","41"
"Tamil Nadu","Chennai","Marina Beach","Beach","12/24/2023","2275","Hot-Dry","Summer","High","161"
"Assam","Kaziranga","Kaziranga National Park","Wildlife","3/30/2023","3609","Humid","Winter","High","31"
"Himachal Pradesh","Shimla","Mall Road Shimla","Hill Station","9/19/2023","1967","Humid","Monsoon","Low","91"
"Lakshadweep","Lakshadweep","Agatti Island","Island","11/4/2023","3530","Cold","Winter","Moderate","264"
"Andaman & Nicobar","Andaman","Radhanagar Beach","Beach","6/11/2023","2663","Mountain","Summer","Low","320"
"West Bengal","Darjeeling","Tiger Hill","Hill Station","10/18/2023","2035","Hot-Dry","Monsoon","High","44"
"Tamil Nadu","Kanyakumari","Vivekananda Rock Memorial","Monument","10/11/2023","14","Humid","Winter","High","305"
"Rajasthan","Jaipur","Hawa Mahal","Monument","2/24/2023","1645","Tropical","Monsoon","High","165"
"Delhi","Delhi","India Gate","Monument","12/30/2023","1990","Mountain","Summer","Moderate","67"
"Arunachal Pradesh","Tawang","Tawang Monastery","Temple","1/16/2023","2862","Hot-Dry","Monsoon","High","80"
"Jammu & Kashmir","Srinagar","Dal Lake","Lake","9/11/2023","2272","Cold","Summer","Moderate","177"
"Telangana","Hyderabad","Charminar","Monument","8/28/2023","2677","Tropical","Winter","Moderate","7"
"Karnataka","Mysore","Mysore Palace","Palace","5/29/2023","3526","Hot-Dry","Winter","Moderate","106"
"Uttarakhand","Jim Corbett","Corbett National Park","Wildlife","1/1/2024","1594","Hot-Dry","Monsoon","Low","330"
"Kerala","Munnar","Tea Gardens","Nature","10/4/2023","1136","Hot-Dry","Winter","Low","237"
"Jammu & Kashmir","Srinagar","Dal Lake","Lake","5/18/2023","1249","Tropical","Summer","Low","338"
"Tamil Nadu","Kanyakumari","Vivekananda Rock Memorial","Monument","7/25/2023","1591","Mountain","Summer","Low","165"
"Madhya Pradesh","Bhopal","Sanchi Stupa","Heritage","5/4/2023","2892","Cold","Summer","Low","209"
"West Bengal","Kolkata","Victoria Memorial","Monument","9/18/2023","3372","Cold","Summer","Low","362"
"Gujarat","Ahmedabad","Sabarmati Ashram","Heritage","8/19/2023","1005","Humid","Winter","Moderate","273"
"Punjab","Amritsar","Golden Temple","Temple","1/1/2023","2216","Tropical","Monsoon","High","46"
"Madhya Pradesh","Bhopal","Sanchi Stupa","Heritage","6/6/2023","3683","Humid","Winter","Moderate","341"
"Maharashtra","Pune","Shaniwar Wada","Fort","9/20/2023","1665","Cold","Summer","Moderate","134"
"Ladakh","Leh","Pangong Lake","Lake","3/30/2023","1132","Tropical","Winter","Low","44"
"Ladakh","Leh","Pangong Lake","Lake","6/19/2023","27","Cold","Winter","High","63"
"Karnataka","Hampi","Virupaksha Temple","Temple","5/25/2023","1812","Mountain","Winter","Low","140"
"Himachal Pradesh","Shimla","Mall Road Shimla","Hill Station","1/18/2023","2619","Mountain","Winter","Low","27"
"Maharashtra","Mumbai","Marine Drive","Coastal","6/1/2023","1176","Cold","Monsoon","High","357"
"Punjab","Amritsar","Golden Temple","Temple","11/17/2023","2071","Mountain","Summer","Moderate","328"
"West Bengal","Kolkata","Howrah Bridge","Bridge","7/4/2023","809","Tropical","Summer","High","49"
"Maharashtra","Aurangabad","Ellora Caves","Heritage","6/1/2023","2716","Cold","Monsoon","High","386"
"Maharashtra","Aurangabad","Ajanta Caves","Heritage","1/15/2023","3310","Humid","Monsoon","Low","47"
"Uttarakhand","Rishikesh","Lakshman Jhula","Bridge","1/29/2023","428","Hot-Dry","Monsoon","Low","186"
"Maharashtra","Mumbai","Marine Drive","Coastal","5/16/2023","2799","Mountain","Monsoon","Moderate","250"
"Gujarat","Dwarka","Dwarkadhish Temple","Temple","11/17/2023","3839","Cold","Monsoon","Moderate","233"
"Arunachal Pradesh","Tawang","Tawang Monastery","Temple","5/31/2023","623","Mountain","Winter","High","311"
"Ladakh","Leh","Pangong Lake","Lake","8/7/2023","1346","Humid","Winter","Moderate","311"
"Gujarat","Dwarka","Dwarkadhish Temple","Temple","11/22/2023","2703","Hot-Dry","Monsoon","Moderate","330"
"Sikkim","Gangtok","Tsomgo Lake","Lake","10/11/2023","1290","Tropical","Monsoon","High","320"
"Meghalaya","Cherrapunji","Nohkalikai Falls","Waterfall","6/26/2023","977","Humid","Winter","Moderate","290"
"Odisha","Konark","Sun Temple","Temple","1/20/2023","890","Humid","Winter","High","336"
"Assam","Kaziranga","Kaziranga National Park","Wildlife","12/3/2023","3778","Humid","Monsoon","Low","307"
"Telangana","Hyderabad","Charminar","Monument","2/22/2023","2020","Cold","Summer","Low","395"
"Himachal Pradesh","Manali","Rohtang Pass","Mountain","9/2/2023","1331","Hot-Dry","Winter","Low","253"
"Uttar Pradesh","Agra","Agra Fort","Monument","6/18/2023","703","Cold","Summer","Low","210"
"Himachal Pradesh","Shimla","Mall Road Shimla","Hill Station","9/26/2023","1957","Cold","Winter","High","44"
"Punjab","Amritsar","Golden Temple","Temple","12/29/2023","2067","Mountain","Monsoon","Low","293"
"Tamil Nadu","Chennai","Marina Beach","Beach","8/22/2023","558","Cold","Winter","Low","274"
"Maharashtra","Mumbai","Marine Drive","Coastal","2/13/2023","3806","Humid","Winter","High","326"
"Madhya Pradesh","Bhopal","Sanchi Stupa","Heritage","11/22/2023","1102","Mountain","Monsoon","High","14"
"Uttarakhand","Haridwar","Har Ki Pauri","Temple","4/25/2023","3118","Humid","Summer","High","254"
"Karnataka","Hampi","Virupaksha Temple","Temple","1/21/2023","2351","Cold","Summer","Moderate","193"
"Karnataka","Hampi","Virupaksha Temple","Temple","1/4/2023","844","Humid","Monsoon","Low","87"
"West Bengal","Darjeeling","Tiger Hill","Hill Station","11/14/2023","3876","Hot-Dry","Monsoon","Moderate","67"
"Rajasthan","Udaipur","City Palace","Palace","9/15/2023","1392","Mountain","Monsoon","Moderate","357"
"Gujarat","Dwarka","Dwarkadhish Temple","Temple","8/8/2023","3638","Cold","Monsoon","Moderate","354"
"Assam","Kaziranga","Kaziranga National Park","Wildlife","8/4/2023","1958","Humid","Summer","Low","233"
"Delhi","Delhi","India Gate","Monument","11/6/2023","2928","Tropical","Winter","High","299"
"Uttar Pradesh","Agra","Taj Mahal","Monument","3/2/2023","1849","Mountain","Summer","Low","276"
"Delhi","Delhi","India Gate","Monument","11/28/2023","3431","Tropical","Summer","Moderate","387"
"Kerala","Munnar","Tea Gardens","Nature","9/30/2023","866","Hot-Dry","Summer","High","232"
"Sikkim","Gangtok","Tsomgo Lake","Lake","5/29/2023","1336","Cold","Monsoon","Low","294"
"Andhra Pradesh","Tirupati","Tirumala Temple","Temple","3/24/2023","772","Cold","Summer","Low","25"
"Assam","Kaziranga","Kaziranga National Park","Wildlife","5/13/2023","2090","Hot-Dry","Summer","Low","301"
"Tamil Nadu","Madurai","Meenakshi Temple","Temple","11/15/2023","1378","Tropical","Winter","Moderate","117"
"Uttarakhand","Haridwar","Har Ki Pauri","Temple","4/30/2023","3234","Tropical","Monsoon","Moderate","12"
"Punjab","Amritsar","Golden Temple","Temple","8/30/2023","138","Cold","Summer","High","275"
"Maharashtra","Aurangabad","Ellora Caves","Heritage","8/21/2023","87","Tropical","Monsoon","Low","32"
"Madhya Pradesh","Khajuraho","Khajuraho Temples","Temple","3/29/2023","204","Mountain","Winter","Low","395"
"Gujarat","Dwarka","Dwarkadhish Temple","Temple","9/11/2023","2345","Hot-Dry","Summer","High","359"
"Andaman & Nicobar","Andaman","Radhanagar Beach","Beach","8/12/2023","669","Tropical","Winter","Low","389"
"Rajasthan","Jaipur","Amber Fort","Fort","12/6/2023","265","Humid","Winter","Moderate","180"
"Jammu & Kashmir","Srinagar","Dal Lake","Lake","11/3/2023","706","Tropical","Monsoon","Low","57"
"Madhya Pradesh","Bhopal","Sanchi Stupa","Heritage","8/14/2023","3525","Tropical","Monsoon","High","339"
"Assam","Kaziranga","Kaziranga National Park","Wildlife","7/1/2023","766","Hot-Dry","Winter","Moderate","297"
"Himachal Pradesh","Manali","Rohtang Pass","Mountain","2/9/2023","2674","Hot-Dry","Winter","Low","238"
"Maharashtra","Aurangabad","Ellora Caves","Heritage","3/5/2023","2162","Hot-Dry","Winter","High","396"
"Tamil Nadu","Madurai","Meenakshi Temple","Temple","1/24/2023","2878","Hot-Dry","Summer","High","320"
"Meghalaya","Cherrapunji","Nohkalikai Falls","Waterfall","9/18/2023","258","Cold","Summer","Moderate","37"
"Telangana","Hyderabad","Golconda Fort","Fort","2/21/2023","3270","Mountain","Summer","High","274"
"Tamil Nadu","Kanyakumari","Vivekananda Rock Memorial","Monument","12/19/2023","266","Mountain","Winter","Low","53"
"Tamil Nadu","Kanyakumari","Vivekananda Rock Memorial","Monument","6/21/2023","1078","Humid","Winter","Low","399"
"Telangana","Hyderabad","Charminar","Monument","7/16/2023","481","Tropical","Winter","High","18"
"Goa","Goa","Baga Beach","Beach","11/18/2023","1975","Tropical","Monsoon","Low","303"
"Andaman & Nicobar","Andaman","Radhanagar Beach","Beach","11/22/2023","1533","Hot-Dry","Winter","Low","390"
"Andhra Pradesh","Tirupati","Tirumala Temple","Temple","9/27/2023","1645","Tropical","Winter","Moderate","51"
"West Bengal","Kolkata","Victoria Memorial","Monument","5/8/2023","246","Mountain","Winter","Moderate","82"
"Delhi","Delhi","Red Fort","Fort","3/23/2023","2317","Cold","Summer","Moderate","55"
"Goa","Goa","Calangute Beach","Beach","7/24/2023","1797","Hot-Dry","Monsoon","Low","39"
"West Bengal","Kolkata","Howrah Bridge","Bridge","10/1/2023","2809","Cold","Winter","High","272"
"Telangana","Hyderabad","Charminar","Monument","3/28/2023","3087","Hot-Dry","Summer","High","314"
"Tamil Nadu","Madurai","Meenakshi Temple","Temple","10/7/2023","2485","Mountain","Summer","Low","304"
"Madhya Pradesh","Khajuraho","Khajuraho Temples","Temple","3/8/2023","3260","Cold","Summer","Low","388"
"Gujarat","Ahmedabad","Sabarmati Ashram","Heritage","3/26/2023","3278","Cold","Monsoon","Moderate","198"
"Telangana","Hyderabad","Charminar","Monument","5/11/2023","1667","Humid","Monsoon","High","316"
"Maharashtra","Pune","Shaniwar Wada","Fort","1/21/2023","232","Humid","Monsoon","Moderate","252"
"Lakshadweep","Lakshadweep","Agatti Island","Island","12/14/2023","3776","Humid","Summer","Low","104"
"Maharashtra","Pune","Shaniwar Wada","Fort","8/31/2023","2770","Cold","Monsoon","Moderate","50"
"Uttarakhand","Rishikesh","Lakshman Jhula","Bridge","7/1/2023","1332","Hot-Dry","Winter","Low","307"
"Madhya Pradesh","Bhopal","Sanchi Stupa","Heritage","8/7/2023","3511","Cold","Winter","Low","81"
"Andaman & Nicobar","Andaman","Radhanagar Beach","Beach","5/12/2023","1176","Cold","Summer","Low","125"
"Uttarakhand","Rishikesh","Lakshman Jhula","Bridge","7/15/2023","122","Hot-Dry","Winter","Moderate","337"
"Tamil Nadu","Chennai","Marina Beach","Beach","8/15/2023","2954","Mountain","Winter","Low","70"
"Delhi","Delhi","Red Fort","Fort","2/16/2023","3837","Hot-Dry","Summer","Low","133"
"Gujarat","Dwarka","Dwarkadhish Temple","Temple","11/2/2023","1426","Mountain","Monsoon","Moderate","157"
"Telangana","Hyderabad","Golconda Fort","Fort","5/17/2023","1647","Mountain","Summer","Moderate","260"
"Jammu & Kashmir","Srinagar","Dal Lake","Lake","1/11/2023","1437","Hot-Dry","Winter","Low","258"
"Tamil Nadu","Kanyakumari","Vivekananda Rock Memorial","Monument","2/20/2023","793","Tropical","Summer","Moderate","147"
"Rajasthan","Jaipur","Hawa Mahal","Monument","12/1/2023","3146","Mountain","Summer","Moderate","71"
"Odisha","Konark","Sun Temple","Temple","12/18/2023","2002","Mountain","Monsoon","Moderate","383"
"Uttar Pradesh","Agra","Agra Fort","Monument","5/27/2023","2372","Tropical","Summer","High","213"
"Arunachal Pradesh","Tawang","Tawang Monastery","Temple","2/14/2023","3574","Cold","Monsoon","High","117"
"Madhya Pradesh","Bhopal","Sanchi Stupa","Heritage","4/5/2023","1286","Hot-Dry","Monsoon","Moderate","250"
"Odisha","Puri","Jagannath Temple","Temple","1/25/2023","1726","Mountain","Monsoon","High","21"
"Uttar Pradesh","Varanasi","Kashi Vishwanath Temple","Temple","5/5/2023","3277","Humid","Monsoon","Moderate","282"
"Uttar Pradesh","Agra","Agra Fort","Monument","12/25/2023","1135","Tropical","Monsoon","Moderate","287"
"Tamil Nadu","Kanyakumari","Vivekananda Rock Memorial","Monument","9/12/2023","3049","Cold","Winter","High","108"
"Uttarakhand","Jim Corbett","Corbett National Park","Wildlife","8/9/2023","3759","Mountain","Summer","High","264"
"Rajasthan","Jaipur","Amber Fort","Fort","9/21/2023","501","Hot-Dry","Monsoon","High","385"
"Punjab","Amritsar","Golden Temple","Temple","8/30/2023","1851","Mountain","Summer","Moderate","29"
"Andhra Pradesh","Tirupati","Tirumala Temple","Temple","11/25/2023","3664","Humid","Winter","High","127"
"Ladakh","Leh","Pangong Lake","Lake","3/21/2023","534","Mountain","Winter","Low","153"
"Karnataka","Mysore","Mysore Palace","Palace","2/6/2023","3979","Mountain","Winter","Low","160"
"Odisha","Konark","Sun Temple","Temple","11/11/2023","2550","Mountain","Summer","Moderate","256"
"Rajasthan","Jaipur","Amber Fort","Fort","9/18/2023","2288","Hot-Dry","Summer","Low","390"
"Tamil Nadu","Madurai","Meenakshi Temple","Temple","10/27/2023","1363","Hot-Dry","Monsoon","Moderate","146"
"Uttarakhand","Rishikesh","Lakshman Jhula","Bridge","9/22/2023","35","Hot-Dry","Summer","Moderate","233"
"Uttar Pradesh","Agra","Taj Mahal","Monument","7/3/2023","3321","Hot-Dry","Monsoon","High","139"
"Rajasthan","Jaipur","Hawa Mahal","Monument","12/30/2023","2437","Humid","Monsoon","High","151"
"Telangana","Hyderabad","Golconda Fort","Fort","8/18/2023","3731","Mountain","Monsoon","High","210"
"Tamil Nadu","Chennai","Marina Beach","Beach","9/19/2023","1587","Mountain","Monsoon","Low","60"
"Kerala","Munnar","Tea Gardens","Nature","8/11/2023","2358","Mountain","Monsoon","Moderate","48"
"Goa","Goa","Baga Beach","Beach","1/21/2023","3785","Humid","Summer","Moderate","312"
"Gujarat","Ahmedabad","Sabarmati Ashram","Heritage","11/15/2023","52","Tropical","Winter","High","302"
"Goa","Goa","Calangute Beach","Beach","1/10/2023","720","Humid","Summer","High","346"
"Sikkim","Gangtok","Tsomgo Lake","Lake","1/3/2023","2998","Humid","Summer","High","316"
"Kerala","Kochi","Fort Kochi","Heritage","4/16/2023","2771","Humid","Summer","Low","351"
"Delhi","Delhi","Red Fort","Fort","3/12/2023","1711","Cold","Winter","High","231"
"Lakshadweep","Lakshadweep","Agatti Island","Island","1/22/2023","448","Mountain","Summer","Moderate","289"
"Maharashtra","Mumbai","Gateway of India","Monument","8/25/2023","2523","Cold","Monsoon","Low","330"
"Kerala","Kochi","Fort Kochi","Heritage","9/26/2023","2621","Mountain","Winter","High","224"
"Tamil Nadu","Madurai","Meenakshi Temple","Temple","6/4/2023","1516","Humid","Summer","Moderate","296"
"Meghalaya","Cherrapunji","Nohkalikai Falls","Waterfall","12/9/2023","3945","Hot-Dry","Monsoon","Moderate","347"
"Kerala","Kochi","Fort Kochi","Heritage","1/14/2023","1986","Cold","Winter","High","125"
"Tamil Nadu","Madurai","Meenakshi Temple","Temple","7/20/2023","373","Cold","Winter","Moderate","378"
"Telangana","Hyderabad","Charminar","Monument","4/29/2023","752","Hot-Dry","Monsoon","Low","151"
"Himachal Pradesh","Manali","Rohtang Pass","Mountain","3/10/2023","632","Tropical","Monsoon","Moderate","178"
"Maharashtra","Mumbai","Gateway of India","Monument","11/28/2023","962","Mountain","Monsoon","Low","352"
"Uttarakhand","Haridwar","Har Ki Pauri","Temple","5/20/2023","3894","Humid","Monsoon","Low","98"
"Maharashtra","Pune","Shaniwar Wada","Fort","3/9/2023","3548","Humid","Winter","Moderate","40"
"Tamil Nadu","Ooty","Ooty Lake","Hill Station","10/25/2023","1941","Hot-Dry","Monsoon","Low","335"
"West Bengal","Kolkata","Howrah Bridge","Bridge","1/18/2023","3875","Mountain","Winter","Low","16"
"Odisha","Puri","Jagannath Temple","Temple","12/17/2023","3461","Cold","Monsoon","High","11"
"Delhi","Delhi","India Gate","Monument","7/29/2023","701","Tropical","Summer","High","76"
"West Bengal","Darjeeling","Tiger Hill","Hill Station","10/12/2023","3118","Cold","Monsoon","Moderate","349"
"Arunachal Pradesh","Tawang","Tawang Monastery","Temple","8/14/2023","1020","Humid","Winter","Moderate","23"
"Uttarakhand","Jim Corbett","Corbett National Park","Wildlife","10/8/2023","321","Hot-Dry","Summer","Low","307"
"Punjab","Amritsar","Golden Temple","Temple","2/20/2023","2524","Hot-Dry","Winter","Moderate","152"
"Karnataka","Mysore","Mysore Palace","Palace","1/28/2023","2222","Tropical","Summer","Low","17"
"Rajasthan","Udaipur","City Palace","Palace","3/18/2023","1120","Mountain","Monsoon","Moderate","92"
"Uttarakhand","Rishikesh","Lakshman Jhula","Bridge","2/18/2023","1687","Tropical","Monsoon","Moderate","226"
"Uttarakhand","Jim Corbett","Corbett National Park","Wildlife","8/21/2023","1065","Hot-Dry","Monsoon","Moderate","134"
"Meghalaya","Cherrapunji","Nohkalikai Falls","Waterfall","1/22/2023","2088","Cold","Winter","High","46"
"Uttar Pradesh","Agra","Agra Fort","Monument","4/19/2023","3136","Hot-Dry","Summer","High","267"
"Gujarat","Somnath","Somnath Temple","Temple","12/8/2023","1753","Mountain","Winter","High","395"
"Uttar Pradesh","Agra","Agra Fort","Monument","1/17/2023","2829","Cold","Winter","Low","41"
"Assam","Kaziranga","Kaziranga National Park","Wildlife","4/14/2023","604","Tropical","Summer","Moderate","186"
"Odisha","Konark","Sun Temple","Temple","1/1/2023","1498","Cold","Summer","Low","233"
"Telangana","Hyderabad","Charminar","Monument","8/5/2023","303","Tropical","Monsoon","High","335"
"Gujarat","Dwarka","Dwarkadhish Temple","Temple","10/20/2023","2417","Cold","Winter","Moderate","208"
"Maharashtra","Aurangabad","Ellora Caves","Heritage","7/21/2023","619","Cold","Summer","High","0"
"West Bengal","Kolkata","Howrah Bridge","Bridge","5/9/2023","251","Tropical","Monsoon","Low","82"
"Rajasthan","Jaipur","Hawa Mahal","Monument","9/17/2023","684","Mountain","Monsoon","Low","218"
"Tamil Nadu","Kanyakumari","Vivekananda Rock Memorial","Monument","3/24/2023","3601","Humid","Monsoon","High","105"
"Tamil Nadu","Chennai","Marina Beach","Beach","12/30/2023","2844","Cold","Summer","High","156"
"Meghalaya","Cherrapunji","Nohkalikai Falls","Waterfall","1/16/2023","1917","Hot-Dry","Summer","High","321"
"Tamil Nadu","Ooty","Ooty Lake","Hill Station","3/14/2023","2658","Tropical","Summer","Low","331"
